,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15
0,-9.214270041142454,2.544156431887007,-2.5049443606466597,-0.9809967238782643,-2.949302436372834,0.039803384139345546,-0.4896913140613237,0.8622116407226571,0.30276308506744853,-0.9072683951038962,0.9270545261672902,0.5538889551213549,-0.36753324007095817,0.17109475060893356,-0.030327998180206973
1,-10.24234455931008,-1.4105047855542343,-0.9610744038226638,-0.365934442615983,-1.8363215643821367,-0.13989113229299166,0.3194405075525328,3.37227771591754,0.21780136664305053,0.35375982673489403,1.185853154926911,-0.756966539831857,-1.774465705705284,-1.040702737789149,0.47797830485007653
2,-10.871774072249396,-3.141149709972393,0.2521106585089612,1.8508029161479447,-1.9787871291228711,0.5706094226680454,0.23107738521391624,4.405807492546198,-0.4715478971025621,0.7248325868517813,2.566817959669947,0.29069174280057736,-1.435046825973314,0.6788886936410814,-1.010328561096782
3,-10.993186883787246,-5.347129298038845,2.5382216473636605,3.2976827035463496,-2.7479941829970804,1.9448956452913315,1.5587104156361133,1.8924374311185528,-2.2954397610311785,0.6640169527955794,0.802412247704024,1.2584880124676352,-1.979520468370192,1.071178388356497,-1.2248105316402091
4,-9.855844464093549,-3.6645552889166053,1.7981716913861794,2.224643705349906,-2.0791758968242973,1.8246863849293793,2.606798106871976,2.043608219483153,-1.9193970650134131,0.6699610955579619,-0.896034778892213,-0.5817841216169686,-2.6907490629189543,0.2820102974231155,-1.3352565801752916
5,-10.642934028586678,-3.4911652037019167,1.9077473905400717,0.4272847284805711,-2.293214790557395,3.1371909194087584,1.23552402620554,2.376727734633531,-1.9949664741968343,0.34928095729789604,-1.3055499386468052,-1.2126012433973683,-2.5316349726501004,1.2604170657034504,-1.3485786797439898
6,-10.112829921165256,-5.0751955451511215,2.0512721101125098,3.4622964960078964,-1.218021135875326,0.7019108227266988,0.48821173325763106,3.0805253539596067,-1.8479538912130495,1.3590259538563911,0.9372460060342914,0.40125839483525777,-1.7390249824595116,0.770381076944857,-1.3200613966592236
7,-8.655364003973428,-0.8281482971319677,3.5424002219972994,3.4703938601136044,-3.744452127619688,-1.7049606304864358,-0.4624063969739766,0.3607795182227399,-0.5611151763737976,1.0074214491250961,0.03909575098245944,-0.6776402486269533,-1.879471159122326,-0.4121647298213814,-0.5299804751940401
8,-9.26776680775905,-4.744776166025129,2.2174848160892693,1.1131960759443702,-2.968846741335304,-0.5601239699353817,1.5032510687783376,1.6427282813819368,-1.0788807082937697,-0.2987902954259823,-0.8610874786994945,-1.4291627388500898,-1.2831616087061584,-0.38405999362502896,0.28438844367429794
9,-8.023575703877402,-5.9837897380881,2.725680075922008,4.449087228077242,-3.61121376402567,-0.6352315873494404,0.5550578822536198,1.5172466571677463,-0.7540289967500348,-1.1598668490209063,0.6692678129534245,0.6719305361874409,-2.0778631510847285,-0.36141039715834705,0.10938701797437902
